"cust","date"
1275,1979-01-01
1276,1970-01-01
1276,1971-01-01
1276,1975-01-01
1277,1970-01-01
1277,1971-01-01
1277,1972-01-01
1277,1973-01-01
1277,1974-01-01
1277,1975-01-01
1277,1977-01-01
1277,1978-01-01
1278,1970-01-01
1278,1971-01-01
1278,1972-01-01
1278,1977-01-01
1278,1980-01-01
1278,1981-01-01
1279,1970-01-01
1279,1971-01-01
1280,1970-01-01
1280,1977-01-01
1280,1983-01-01
1281,1970-01-01
1281,1978-01-01
1282,1970-01-01
1283,1970-01-01
1284,1970-01-01
1284,1974-01-01
1284,1981-01-01
1285,1970-01-01
1285,1974-01-01
1285,1979-01-01
1285,1980-01-01
1285,1983-01-01
1286,1970-01-01
1286,1971-01-01
1286,1972-01-01
1287,1970-01-01
1288,1970-01-01
1289,1970-01-01
1289,1971-01-01
1289,1975-01-01
1289,1976-01-01
1289,1977-01-01
1289,1978-01-01
1289,1979-01-01
1289,1980-01-01
1289,1981-01-01
1289,1982-01-01
1289,1983-01-01
1290,1970-01-01
1290,1972-01-01
1290,1973-01-01
1290,1974-01-01
1290,1975-01-01
1290,1978-01-01
1290,1980-01-01
1290,1981-01-01
1290,1982-01-01
1291,1970-01-01
1291,1971-01-01
1291,1972-01-01
1291,1973-01-01
1291,1974-01-01
1291,1975-01-01
1291,1976-01-01
1291,1977-01-01
1291,1979-01-01
1291,1981-01-01
1291,1982-01-01
1291,1983-01-01
1292,1970-01-01
1292,1971-01-01
1292,1972-01-01
1293,1970-01-01
1293,1971-01-01
1294,1970-01-01
1295,1970-01-01
1295,1971-01-01
1295,1972-01-01
1295,1973-01-01
1295,1975-01-01
1295,1976-01-01
1295,1977-01-01
1295,1979-01-01
1295,1980-01-01
1295,1981-01-01
1295,1982-01-01
1295,1983-01-01
1296,1970-01-01
1296,1975-01-01
1296,1976-01-01
1297,1970-01-01
1298,1970-01-01
1298,1971-01-01
1298,1972-01-01
1298,1973-01-01
1298,1974-01-01
1298,1975-01-01
1298,1976-01-01
1298,1977-01-01
1298,1979-01-01
1298,1980-01-01
1298,1981-01-01
1298,1982-01-01
1299,1970-01-01
1299,1972-01-01
1299,1973-01-01
1299,1977-01-01
1299,1979-01-01
1300,1970-01-01
1301,1970-01-01
1301,1971-01-01
1301,1972-01-01
1301,1973-01-01
1301,1974-01-01
1301,1975-01-01
1301,1976-01-01
1301,1977-01-01
1301,1978-01-01
1301,1979-01-01
1301,1980-01-01
1301,1982-01-01
1301,1983-01-01
1302,1970-01-01
1302,1972-01-01
1302,1974-01-01
1302,1977-01-01
1302,1978-01-01
1302,1979-01-01
1302,1980-01-01
1302,1981-01-01
1302,1982-01-01
1302,1983-01-01
1303,1970-01-01
1303,1972-01-01
1303,1977-01-01
1303,1980-01-01
1303,1981-01-01
1304,1970-01-01
1305,1970-01-01
1305,1971-01-01
1305,1972-01-01
1306,1970-01-01
1307,1970-01-01
1307,1971-01-01
1307,1972-01-01
1307,1973-01-01
1307,1974-01-01
1307,1975-01-01
1307,1976-01-01
1307,1977-01-01
1307,1978-01-01
1307,1979-01-01
1307,1980-01-01
1307,1981-01-01
1307,1983-01-01
1308,1970-01-01
1308,1971-01-01
1308,1972-01-01
1309,1970-01-01
1309,1972-01-01
1309,1973-01-01
1309,1974-01-01
1309,1975-01-01
1309,1976-01-01
1310,1970-01-01
1310,1971-01-01
1310,1974-01-01
1310,1975-01-01
1310,1977-01-01
1310,1978-01-01
1310,1979-01-01
1310,1981-01-01
1310,1982-01-01
1310,1983-01-01
1311,1970-01-01
1311,1971-01-01
1311,1972-01-01
1311,1973-01-01
1311,1974-01-01
1311,1975-01-01
1311,1976-01-01
1311,1979-01-01
1311,1980-01-01
1311,1981-01-01
1311,1982-01-01
1311,1983-01-01
1312,1970-01-01
1313,1970-01-01
1313,1971-01-01
1313,1972-01-01
1314,1970-01-01
1314,1971-01-01
1314,1972-01-01
1314,1973-01-01
1314,1974-01-01
1314,1975-01-01
1314,1976-01-01
1314,1978-01-01
1314,1979-01-01
1314,1980-01-01
1315,1970-01-01
1316,1970-01-01
1317,1970-01-01
1317,1971-01-01
1317,1974-01-01
1317,1979-01-01
1318,1970-01-01
1318,1977-01-01
1318,1981-01-01
1318,1983-01-01
1319,1970-01-01
1319,1971-01-01
1319,1972-01-01
1320,1970-01-01
1320,1971-01-01
1320,1972-01-01
1320,1973-01-01
1320,1974-01-01
1320,1975-01-01
1320,1976-01-01
1320,1977-01-01
1320,1978-01-01
1320,1979-01-01
1320,1980-01-01
1320,1982-01-01
1320,1983-01-01
1321,1970-01-01
1321,1971-01-01
1321,1972-01-01
1321,1973-01-01
1321,1974-01-01
1321,1975-01-01
1321,1976-01-01
1321,1977-01-01
1321,1978-01-01
1322,1970-01-01
1322,1971-01-01
1322,1972-01-01
1323,1970-01-01
1323,1971-01-01
1323,1972-01-01
1324,1970-01-01
1324,1975-01-01
1324,1977-01-01
1324,1983-01-01
1325,1970-01-01
1325,1971-01-01
1325,1972-01-01
1325,1973-01-01
1325,1974-01-01
1325,1975-01-01
1325,1976-01-01
1325,1977-01-01
1325,1978-01-01
1325,1979-01-01
1325,1980-01-01
1325,1981-01-01
1325,1982-01-01
1325,1983-01-01
1326,1970-01-01
1327,1970-01-01
1328,1970-01-01
1329,1970-01-01
1329,1971-01-01
1329,1972-01-01
1329,1973-01-01
1329,1974-01-01
1329,1975-01-01
1329,1976-01-01
1329,1977-01-01
1329,1978-01-01
1329,1979-01-01
1329,1980-01-01
1329,1981-01-01
1329,1982-01-01
1329,1983-01-01
1330,1970-01-01
1330,1971-01-01
1330,1972-01-01
1331,1970-01-01
1331,1972-01-01
1331,1973-01-01
1331,1974-01-01
1331,1975-01-01
1332,1970-01-01
1332,1974-01-01
1332,1975-01-01
1332,1976-01-01
1333,1970-01-01
1333,1972-01-01
1334,1970-01-01
1334,1972-01-01
1334,1973-01-01
1334,1974-01-01
1334,1975-01-01
1334,1976-01-01
1334,1977-01-01
1334,1979-01-01
1334,1980-01-01
1335,1970-01-01
1335,1972-01-01
1335,1973-01-01
1335,1974-01-01
1335,1975-01-01
1335,1976-01-01
1335,1977-01-01
1335,1978-01-01
1335,1979-01-01
1335,1980-01-01
1335,1981-01-01
1335,1982-01-01
1335,1983-01-01
1336,1970-01-01
1336,1971-01-01
1336,1972-01-01
1336,1973-01-01
1336,1974-01-01
1336,1975-01-01
1336,1976-01-01
1336,1977-01-01
1336,1978-01-01
1336,1979-01-01
1336,1980-01-01
1336,1981-01-01
1336,1982-01-01
1336,1983-01-01
1337,1970-01-01
1338,1970-01-01
1338,1971-01-01
1338,1972-01-01
1338,1973-01-01
1338,1974-01-01
1338,1975-01-01
1338,1976-01-01
1338,1977-01-01
1338,1978-01-01
1338,1979-01-01
1338,1980-01-01
1338,1982-01-01
1338,1983-01-01
1339,1970-01-01
1340,1970-01-01
1340,1971-01-01
1340,1972-01-01
1340,1973-01-01
1340,1975-01-01
1340,1977-01-01
1340,1980-01-01
1340,1981-01-01
1340,1982-01-01
1340,1983-01-01
1341,1970-01-01
1341,1976-01-01
1341,1978-01-01
1341,1979-01-01
1341,1981-01-01
1341,1982-01-01
1341,1983-01-01
1342,1970-01-01
1343,1970-01-01
1343,1972-01-01
1343,1974-01-01
1343,1976-01-01
1343,1979-01-01
1343,1980-01-01
1343,1983-01-01
1344,1970-01-01
1344,1971-01-01
1344,1972-01-01
1344,1973-01-01
1344,1974-01-01
1344,1976-01-01
1344,1977-01-01
1344,1978-01-01
1344,1979-01-01
1344,1981-01-01
1345,1970-01-01
1345,1971-01-01
1345,1974-01-01
1345,1977-01-01
1345,1979-01-01
1345,1980-01-01
1345,1982-01-01
1345,1983-01-01
1346,1970-01-01
1346,1971-01-01
1346,1972-01-01
1346,1973-01-01
1346,1974-01-01
1346,1975-01-01
1346,1976-01-01
1346,1977-01-01
1346,1978-01-01
1346,1979-01-01
1346,1980-01-01
1346,1981-01-01
1346,1982-01-01
1346,1983-01-01
1347,1970-01-01
1348,1970-01-01
1348,1971-01-01
1349,1970-01-01
1349,1971-01-01
1349,1974-01-01
1350,1970-01-01
1350,1972-01-01
1350,1974-01-01
1350,1976-01-01
1350,1977-01-01
1351,1970-01-01
1352,1970-01-01
1352,1971-01-01
1352,1972-01-01
1352,1973-01-01
1352,1974-01-01
1352,1975-01-01
1352,1976-01-01
1352,1978-01-01
1352,1980-01-01
1352,1981-01-01
1352,1982-01-01
1352,1983-01-01
1353,1970-01-01
1353,1971-01-01
1353,1972-01-01
1353,1973-01-01
1353,1974-01-01
1353,1975-01-01
1353,1976-01-01
1353,1978-01-01
1353,1979-01-01
1353,1980-01-01
1354,1970-01-01
1354,1971-01-01
1354,1972-01-01
1354,1973-01-01
1354,1974-01-01
1354,1975-01-01
1354,1976-01-01
1354,1977-01-01
1354,1978-01-01
1354,1979-01-01
1354,1980-01-01
1354,1981-01-01
1354,1982-01-01
1354,1983-01-01
1355,1970-01-01
1356,1970-01-01
1356,1971-01-01
1356,1972-01-01
1356,1973-01-01
1356,1974-01-01
1356,1975-01-01
1357,1970-01-01
1357,1971-01-01
1357,1972-01-01
1357,1973-01-01
1357,1974-01-01
1357,1975-01-01
1357,1976-01-01
1357,1977-01-01
1357,1978-01-01
1357,1980-01-01
1357,1981-01-01
1357,1982-01-01
1357,1983-01-01
1358,1970-01-01
1358,1971-01-01
1358,1972-01-01
1358,1973-01-01
1358,1974-01-01
1358,1975-01-01
1358,1976-01-01
1358,1977-01-01
1358,1978-01-01
1358,1979-01-01
1358,1981-01-01
1358,1982-01-01
1359,1970-01-01
1359,1971-01-01
1359,1973-01-01
1359,1975-01-01
1359,1978-01-01
1359,1979-01-01
1359,1981-01-01
1359,1982-01-01
1359,1983-01-01
1360,1970-01-01
1360,1974-01-01
1360,1975-01-01
1360,1976-01-01
1360,1981-01-01
1360,1982-01-01
1360,1983-01-01
1361,1970-01-01
1361,1980-01-01
1362,1970-01-01
1363,1970-01-01
1364,1970-01-01
1365,1970-01-01
1365,1974-01-01
1365,1978-01-01
1365,1982-01-01
1366,1970-01-01
1366,1971-01-01
1367,1970-01-01
1367,1971-01-01
1367,1972-01-01
1367,1973-01-01
1367,1975-01-01
1367,1976-01-01
1367,1977-01-01
1367,1979-01-01
1367,1981-01-01
1367,1982-01-01
1367,1983-01-01
1368,1970-01-01
1368,1979-01-01
1369,1970-01-01
1369,1971-01-01
1369,1972-01-01
1369,1973-01-01
1369,1974-01-01
1369,1975-01-01
1370,1970-01-01
1370,1972-01-01
1370,1973-01-01
1370,1974-01-01
1370,1978-01-01
1370,1979-01-01
1370,1981-01-01
1370,1982-01-01
1371,1970-01-01
1372,1970-01-01
1372,1972-01-01
1372,1973-01-01
1372,1974-01-01
1372,1975-01-01
1372,1976-01-01
1372,1977-01-01
1372,1978-01-01
1372,1979-01-01
1372,1980-01-01
1372,1981-01-01
1372,1982-01-01
1372,1983-01-01
1373,1970-01-01
1373,1971-01-01
1373,1973-01-01
1373,1974-01-01
1373,1975-01-01
1373,1976-01-01
1373,1978-01-01
1373,1979-01-01
1373,1980-01-01
1373,1982-01-01
1374,1970-01-01
1374,1971-01-01
1374,1972-01-01
1375,1970-01-01
1376,1970-01-01
1376,1971-01-01
1376,1972-01-01
1376,1973-01-01
1376,1974-01-01
1376,1975-01-01
1376,1976-01-01
1376,1977-01-01
1376,1978-01-01
1376,1979-01-01
1376,1980-01-01
1376,1981-01-01
1376,1982-01-01
1376,1983-01-01
1377,1970-01-01
1377,1971-01-01
1377,1972-01-01
1378,1970-01-01
1378,1971-01-01
1378,1977-01-01
1378,1981-01-01
1379,1970-01-01
1379,1971-01-01
1380,1970-01-01
1381,1970-01-01
1381,1972-01-01
1381,1973-01-01
1381,1976-01-01
1382,1970-01-01
1382,1971-01-01
1382,1972-01-01
1382,1973-01-01
1382,1974-01-01
1382,1975-01-01
1383,1970-01-01
1383,1974-01-01
1383,1976-01-01
1384,1970-01-01
1384,1971-01-01
1384,1972-01-01
1384,1973-01-01
1385,1970-01-01
1386,1970-01-01
1386,1971-01-01
1386,1972-01-01
1387,1970-01-01
1388,1970-01-01
1388,1971-01-01
1388,1972-01-01
1388,1973-01-01
1388,1974-01-01
1388,1978-01-01
1388,1979-01-01
1388,1981-01-01
1388,1982-01-01
1388,1983-01-01
1389,1970-01-01
1389,1971-01-01
1389,1972-01-01
1390,1970-01-01
1391,1970-01-01
1392,1970-01-01
1392,1971-01-01
1393,1970-01-01
1393,1972-01-01
1393,1973-01-01
1393,1975-01-01
1394,1970-01-01
1394,1972-01-01
1394,1973-01-01
1394,1974-01-01
1394,1975-01-01
1394,1976-01-01
1394,1977-01-01
1394,1979-01-01
1394,1982-01-01
1395,1970-01-01
1395,1971-01-01
1396,1970-01-01
1396,1971-01-01
1396,1972-01-01
1396,1973-01-01
1396,1974-01-01
1396,1975-01-01
1396,1976-01-01
1396,1977-01-01
1396,1978-01-01
1396,1979-01-01
1396,1980-01-01
1396,1982-01-01
1396,1983-01-01
1397,1970-01-01
1397,1971-01-01
1397,1972-01-01
1397,1973-01-01
1397,1974-01-01
1397,1975-01-01
1397,1976-01-01
1397,1977-01-01
1397,1978-01-01
1397,1979-01-01
1397,1980-01-01
1397,1981-01-01
1397,1982-01-01
1397,1983-01-01
1398,1970-01-01
1399,1970-01-01
1399,1971-01-01
1399,1972-01-01
1399,1973-01-01
1399,1974-01-01
1399,1975-01-01
1400,1970-01-01
1400,1975-01-01
1400,1981-01-01
1400,1982-01-01
1401,1970-01-01
1401,1971-01-01
1401,1972-01-01
1401,1973-01-01
1401,1974-01-01
1401,1976-01-01
1401,1977-01-01
1401,1978-01-01
1401,1979-01-01
1401,1980-01-01
1401,1981-01-01
1401,1982-01-01
1401,1983-01-01
1402,1970-01-01
1403,1970-01-01
1403,1973-01-01
1403,1974-01-01
1403,1975-01-01
1404,1970-01-01
1405,1970-01-01
1405,1971-01-01
1405,1972-01-01
1406,1970-01-01
1406,1971-01-01
1407,1970-01-01
1407,1971-01-01
1407,1972-01-01
1407,1975-01-01
1407,1976-01-01
1407,1980-01-01
1407,1982-01-01
1407,1983-01-01
1408,1970-01-01
1409,1970-01-01
1409,1971-01-01
1409,1972-01-01
1409,1973-01-01
1409,1974-01-01
1409,1976-01-01
1409,1977-01-01
1409,1978-01-01
1409,1979-01-01
1409,1980-01-01
1409,1981-01-01
1409,1983-01-01
1410,1970-01-01
1410,1971-01-01
1410,1973-01-01
1410,1977-01-01
1410,1978-01-01
1410,1980-01-01
1410,1983-01-01
1411,1970-01-01
1412,1970-01-01
1412,1971-01-01
1412,1972-01-01
1412,1973-01-01
1412,1974-01-01
1412,1975-01-01
1412,1976-01-01
1412,1977-01-01
1412,1978-01-01
1412,1979-01-01
1412,1980-01-01
1412,1981-01-01
1412,1982-01-01
1412,1983-01-01
1413,1970-01-01
1414,1970-01-01
1414,1971-01-01
1414,1972-01-01
1414,1973-01-01
1414,1974-01-01
1414,1975-01-01
1414,1976-01-01
1414,1977-01-01
1414,1978-01-01
1414,1979-01-01
1414,1980-01-01
1414,1981-01-01
1415,1970-01-01
1416,1970-01-01
1417,1970-01-01
1417,1971-01-01
1418,1970-01-01
1418,1972-01-01
1418,1975-01-01
1418,1978-01-01
1419,1970-01-01
1419,1973-01-01
1419,1975-01-01
1419,1977-01-01
1419,1978-01-01
1419,1980-01-01
1420,1970-01-01
1420,1976-01-01
1420,1977-01-01
1420,1979-01-01
1420,1980-01-01
1421,1970-01-01
1421,1971-01-01
1421,1972-01-01
1422,1970-01-01
1423,1970-01-01
1424,1970-01-01
1424,1971-01-01
1424,1973-01-01
1424,1975-01-01
1424,1976-01-01
1424,1979-01-01
1424,1981-01-01
1424,1983-01-01
1425,1970-01-01
1425,1971-01-01
1426,1970-01-01
1427,1970-01-01
1427,1971-01-01
1427,1972-01-01
1427,1973-01-01
1427,1974-01-01
1427,1975-01-01
1427,1976-01-01
1427,1977-01-01
1427,1978-01-01
1427,1979-01-01
1427,1980-01-01
1427,1981-01-01
1427,1982-01-01
1427,1983-01-01
1428,1970-01-01
1428,1971-01-01
1428,1972-01-01
1428,1973-01-01
1428,1976-01-01
1428,1977-01-01
1428,1979-01-01
1428,1982-01-01
1428,1983-01-01
1429,1970-01-01
1429,1971-01-01
1429,1972-01-01
1429,1973-01-01
1429,1974-01-01
1429,1975-01-01
1430,1970-01-01
1430,1974-01-01
1430,1975-01-01
1430,1977-01-01
1431,1970-01-01
1431,1971-01-01
1431,1972-01-01
1432,1970-01-01
1433,1970-01-01
1433,1971-01-01
1433,1972-01-01
1433,1973-01-01
1433,1974-01-01
1433,1975-01-01
1433,1976-01-01
1433,1977-01-01
1433,1978-01-01
1433,1979-01-01
1433,1980-01-01
1433,1981-01-01
1433,1982-01-01
1433,1983-01-01
1434,1970-01-01
1434,1973-01-01
1434,1974-01-01
1434,1976-01-01
1434,1977-01-01
1434,1982-01-01
1435,1970-01-01
1435,1973-01-01
1435,1981-01-01
1435,1982-01-01
1436,1970-01-01
1437,1970-01-01
1437,1972-01-01
1437,1973-01-01
1437,1975-01-01
1437,1977-01-01
1437,1978-01-01
1437,1979-01-01
1437,1982-01-01
1438,1970-01-01
1438,1971-01-01
1438,1973-01-01
1438,1974-01-01
1438,1975-01-01
1438,1977-01-01
1438,1980-01-01
1438,1981-01-01
1439,1970-01-01
1439,1971-01-01
1439,1973-01-01
1439,1974-01-01
1439,1975-01-01
1439,1976-01-01
1439,1977-01-01
1439,1978-01-01
1439,1979-01-01
1439,1980-01-01
1439,1981-01-01
1439,1982-01-01
1439,1983-01-01
1440,1970-01-01
1441,1970-01-01
1441,1972-01-01
1442,1970-01-01
1443,1970-01-01
1444,1970-01-01
1445,1970-01-01
1445,1972-01-01
1445,1973-01-01
1445,1974-01-01
1445,1977-01-01
1445,1978-01-01
1445,1979-01-01
1445,1980-01-01
1445,1982-01-01
1445,1983-01-01
1446,1970-01-01
1446,1971-01-01
1446,1972-01-01
1446,1973-01-01
1446,1974-01-01
1446,1976-01-01
1446,1977-01-01
1446,1978-01-01
1446,1980-01-01
1446,1983-01-01
1447,1970-01-01
1447,1971-01-01
1447,1972-01-01
1447,1973-01-01
1447,1974-01-01
1447,1975-01-01
1447,1976-01-01
1447,1977-01-01
1447,1978-01-01
1447,1979-01-01
1447,1980-01-01
1447,1981-01-01
1447,1982-01-01
1447,1983-01-01
1448,1970-01-01
1449,1970-01-01
1449,1971-01-01
1449,1972-01-01
1450,1970-01-01
1451,1970-01-01
1452,1970-01-01
1452,1971-01-01
1452,1975-01-01
1452,1977-01-01
1453,1970-01-01
1454,1970-01-01
1455,1970-01-01
1456,1970-01-01
1456,1971-01-01
1457,1970-01-01
1457,1971-01-01
1457,1972-01-01
1457,1975-01-01
1457,1976-01-01
1457,1977-01-01
1457,1978-01-01
1457,1979-01-01
1457,1980-01-01
1457,1982-01-01
1458,1970-01-01
1459,1970-01-01
1459,1971-01-01
1459,1972-01-01
1459,1973-01-01
1460,1970-01-01
1460,1971-01-01
1460,1972-01-01
1460,1974-01-01
1461,1970-01-01
1462,1970-01-01
1462,1971-01-01
1462,1972-01-01
1462,1973-01-01
1462,1974-01-01
1462,1976-01-01
1462,1978-01-01
1462,1980-01-01
1463,1970-01-01
1464,1970-01-01
1465,1970-01-01
1465,1971-01-01
1465,1973-01-01
1465,1974-01-01
1466,1970-01-01
1466,1971-01-01
1466,1973-01-01
1466,1974-01-01
1466,1975-01-01
1466,1976-01-01
1466,1977-01-01
1466,1978-01-01
1467,1970-01-01
1467,1971-01-01
1467,1972-01-01
1467,1974-01-01
1468,1970-01-01
1468,1971-01-01
1468,1972-01-01
1469,1970-01-01
1469,1972-01-01
1469,1974-01-01
1469,1976-01-01
1469,1977-01-01
1469,1978-01-01
1469,1979-01-01
1469,1982-01-01
1470,1970-01-01
1470,1971-01-01
1470,1972-01-01
1470,1973-01-01
1470,1974-01-01
1470,1975-01-01
1470,1976-01-01
1470,1977-01-01
1470,1979-01-01
1470,1981-01-01
1470,1982-01-01
1471,1970-01-01
1471,1971-01-01
1471,1975-01-01
1471,1976-01-01
1471,1977-01-01
1472,1970-01-01
1473,1970-01-01
1474,1970-01-01
1475,1970-01-01
1475,1972-01-01
1475,1975-01-01
1475,1976-01-01
1476,1970-01-01
1476,1971-01-01
1476,1972-01-01
1476,1974-01-01
1476,1975-01-01
1476,1976-01-01
1476,1977-01-01
1476,1979-01-01
1476,1980-01-01
1476,1981-01-01
1477,1970-01-01
1477,1971-01-01
1477,1972-01-01
1477,1973-01-01
1477,1975-01-01
1477,1977-01-01
1477,1979-01-01
1477,1981-01-01
1477,1982-01-01
1477,1983-01-01
1478,1970-01-01
1479,1970-01-01
1479,1971-01-01
1479,1973-01-01
1479,1974-01-01
1479,1975-01-01
1479,1976-01-01
1479,1978-01-01
1479,1981-01-01
1479,1982-01-01
1479,1983-01-01
1480,1970-01-01
1480,1971-01-01
1480,1973-01-01
1481,1970-01-01
1481,1971-01-01
1481,1972-01-01
1481,1973-01-01
1481,1975-01-01
1481,1976-01-01
1481,1977-01-01
1481,1978-01-01
1481,1979-01-01
1481,1980-01-01
1481,1981-01-01
1481,1982-01-01
1481,1983-01-01
1482,1970-01-01
1482,1971-01-01
1483,1970-01-01
1484,1970-01-01
1484,1971-01-01
1484,1972-01-01
1484,1974-01-01
1484,1975-01-01
1484,1976-01-01
1484,1977-01-01
1485,1970-01-01
1485,1977-01-01
1485,1978-01-01
1486,1970-01-01
1487,1970-01-01
1487,1971-01-01
1487,1972-01-01
1487,1973-01-01
1487,1974-01-01
1487,1975-01-01
1487,1976-01-01
1487,1977-01-01
1487,1978-01-01
1487,1979-01-01
1487,1980-01-01
1487,1981-01-01
1487,1982-01-01
1487,1983-01-01
1488,1970-01-01
1488,1971-01-01
1488,1972-01-01
1488,1973-01-01
1488,1974-01-01
1488,1975-01-01
1488,1976-01-01
1488,1977-01-01
1488,1978-01-01
1488,1979-01-01
1488,1980-01-01
1488,1981-01-01
1488,1982-01-01
1488,1983-01-01
1489,1970-01-01
1489,1971-01-01
1489,1972-01-01
1489,1974-01-01
1489,1975-01-01
1489,1976-01-01
1489,1977-01-01
1490,1970-01-01
1490,1973-01-01
1490,1975-01-01
1490,1977-01-01
1490,1982-01-01
1491,1970-01-01
1491,1971-01-01
1491,1972-01-01
1491,1974-01-01
1491,1975-01-01
1491,1976-01-01
1491,1977-01-01
1492,1970-01-01
1492,1971-01-01
1492,1972-01-01
1492,1973-01-01
1492,1974-01-01
1492,1975-01-01
1492,1976-01-01
1492,1977-01-01
1492,1978-01-01
1492,1979-01-01
1492,1980-01-01
1492,1981-01-01
1492,1982-01-01
1493,1970-01-01
1493,1971-01-01
1493,1973-01-01
1493,1974-01-01
1493,1975-01-01
1493,1976-01-01
1493,1977-01-01
1493,1979-01-01
1493,1980-01-01
1493,1981-01-01
1493,1982-01-01
1493,1983-01-01
1494,1970-01-01
1495,1970-01-01
1495,1971-01-01
1495,1972-01-01
1495,1973-01-01
1495,1974-01-01
1495,1975-01-01
1495,1976-01-01
1495,1977-01-01
1495,1978-01-01
1495,1979-01-01
1495,1980-01-01
1495,1981-01-01
1495,1982-01-01
1495,1983-01-01
1496,1970-01-01
1496,1972-01-01
1496,1974-01-01
1496,1978-01-01
1496,1979-01-01
1496,1980-01-01
1496,1981-01-01
1497,1970-01-01
1497,1971-01-01
1497,1972-01-01
1497,1973-01-01
1498,1970-01-01
1498,1971-01-01
1499,1970-01-01
1499,1971-01-01
1499,1973-01-01
1499,1978-01-01
1500,1970-01-01
1500,1971-01-01
1500,1972-01-01
1500,1973-01-01
1501,1970-01-01
1501,1971-01-01
1501,1973-01-01
1501,1974-01-01
1501,1975-01-01
1501,1979-01-01
1501,1980-01-01
1502,1970-01-01
1503,1970-01-01
1503,1971-01-01
1503,1972-01-01
1503,1973-01-01
1503,1974-01-01
1503,1975-01-01
1503,1977-01-01
1503,1979-01-01
1503,1980-01-01
1504,1970-01-01
1504,1971-01-01
1504,1974-01-01
1504,1975-01-01
1504,1978-01-01
1504,1979-01-01
1504,1982-01-01
1505,1970-01-01
1506,1970-01-01
1506,1971-01-01
1507,1970-01-01
1507,1971-01-01
1507,1972-01-01
1507,1973-01-01
1507,1974-01-01
1507,1975-01-01
1507,1976-01-01
1507,1977-01-01
1507,1978-01-01
1507,1979-01-01
1507,1980-01-01
1507,1981-01-01
1507,1982-01-01
1507,1983-01-01
1508,1970-01-01
1508,1972-01-01
1508,1973-01-01
1509,1970-01-01
1509,1971-01-01
1509,1972-01-01
1509,1973-01-01
1509,1975-01-01
1509,1976-01-01
1509,1977-01-01
1509,1978-01-01
1509,1979-01-01
1509,1980-01-01
1509,1981-01-01
1510,1970-01-01
1510,1971-01-01
1511,1970-01-01
1512,1970-01-01
1512,1971-01-01
1512,1975-01-01
1512,1976-01-01
1512,1977-01-01
1512,1978-01-01
1512,1979-01-01
1512,1980-01-01
1513,1970-01-01
1514,1970-01-01
1514,1971-01-01
1514,1973-01-01
1514,1974-01-01
1514,1975-01-01
1514,1976-01-01
1514,1979-01-01
1514,1980-01-01
1514,1982-01-01
1514,1983-01-01
1515,1970-01-01
1515,1971-01-01
1515,1975-01-01
1515,1976-01-01
1515,1977-01-01
1515,1978-01-01
1515,1981-01-01
1515,1982-01-01
1516,1970-01-01
1516,1971-01-01
1516,1973-01-01
1516,1974-01-01
1516,1979-01-01
1516,1981-01-01
1517,1970-01-01
1517,1971-01-01
1517,1972-01-01
1517,1973-01-01
1517,1976-01-01
1518,1970-01-01
1518,1972-01-01
1518,1974-01-01
1518,1975-01-01
1518,1976-01-01
1518,1978-01-01
1518,1979-01-01
1518,1980-01-01
1519,1970-01-01
1519,1971-01-01
1519,1972-01-01
1519,1973-01-01
1519,1974-01-01
1519,1975-01-01
1519,1976-01-01
1519,1977-01-01
1519,1978-01-01
1519,1979-01-01
1519,1980-01-01
1519,1981-01-01
1519,1982-01-01
1519,1983-01-01
1520,1970-01-01
1520,1971-01-01
1520,1972-01-01
1520,1973-01-01
1521,1970-01-01
1521,1971-01-01
1521,1972-01-01
1521,1974-01-01
1521,1975-01-01
1521,1976-01-01
1521,1978-01-01
1521,1979-01-01
1521,1980-01-01
1521,1981-01-01
1521,1982-01-01
1521,1983-01-01
1522,1970-01-01
1523,1970-01-01
1523,1971-01-01
1523,1972-01-01
1523,1973-01-01
1523,1974-01-01
1523,1975-01-01
1523,1976-01-01
1524,1970-01-01
1524,1971-01-01
1524,1972-01-01
1524,1973-01-01
1525,1970-01-01
1525,1971-01-01
1526,1970-01-01
1527,1970-01-01
1528,1970-01-01
1528,1976-01-01
1528,1977-01-01
1529,1970-01-01
1530,1970-01-01
1530,1971-01-01
1530,1973-01-01
1530,1974-01-01
1530,1975-01-01
1530,1976-01-01
1530,1977-01-01
1530,1978-01-01
1530,1979-01-01
1530,1980-01-01
1530,1981-01-01
1530,1982-01-01
1530,1983-01-01
1531,1970-01-01
1532,1970-01-01
1532,1975-01-01
1532,1983-01-01
1533,1970-01-01
1534,1970-01-01
1535,1970-01-01
1535,1976-01-01
1535,1981-01-01
1536,1970-01-01
1537,1970-01-01
1538,1970-01-01
1538,1971-01-01
1538,1972-01-01
1538,1973-01-01
1538,1975-01-01
1538,1976-01-01
1538,1977-01-01
1538,1978-01-01
1538,1979-01-01
1538,1981-01-01
1538,1982-01-01
1538,1983-01-01
1539,1970-01-01
1540,1970-01-01
1540,1971-01-01
1541,1970-01-01
1541,1971-01-01
1541,1972-01-01
1541,1973-01-01
1541,1974-01-01
1541,1975-01-01
1541,1976-01-01
1541,1977-01-01
1541,1978-01-01
1541,1979-01-01
1541,1980-01-01
1541,1981-01-01
1541,1982-01-01
1541,1983-01-01
1542,1970-01-01
1542,1971-01-01
1542,1972-01-01
